City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Bredasdorp,ZA,2021-05-17 03:21:36,-34.5322,20.0403,48.2,87,8,5.75
296,North Myrtle Beach,US,2021-05-17 03:21:37,33.816,-78.68,69.01,56,1,4.61
297,Poum,NC,2021-05-17 03:21:38,-20.2333,164.0167,76.87,76,71,10.2
298,Cape Town,ZA,2021-05-17 03:21:38,-33.9258,18.4232,53.01,93,0,5.75
299,Barrow,US,2021-05-17 03:21:39,71.2906,-156.7887,28.4,80,90,12.66
300,Kismayo,SO,2021-05-17 03:21:39,-0.3582,42.5454,79.29,84,41,13.51
301,Kivertsi,UA,2021-05-17 03:21:40,50.8343,25.4582,54.0,93,100,1.99
302,Gizo,SB,2021-05-17 03:21:41,-8.103,156.8419,86.25,66,88,6.13
303,Churapcha,RU,2021-05-17 03:21:41,62.0025,132.4325,50.97,43,100,13.78
304,Ahipara,NZ,2021-05-17 03:17:21,-35.1667,173.1667,64.81,75,1,15.26
305,Kalemie,CD,2021-05-17 03:21:42,-5.9475,29.1947,71.04,84,77,2.46
306,Saint-Georges,GD,2021-05-17 03:21:43,12.0564,-61.7485,80.6,78,20,12.66
307,Bayan,CN,2021-05-17 03:21:43,46.0833,127.4,72.57,32,0,9.73
308,Sayyan,YE,2021-05-17 03:21:43,15.1718,44.3244,63.57,49,42,2.06
309,Tateyama,JP,2021-05-17 03:21:44,34.9833,139.8667,73.0,94,75,23.02
310,Lujan,AR,2021-05-17 03:20:05,-34.5703,-59.105,55.0,93,17,1.14
311,Husavik,IS,2021-05-17 03:21:45,66.0449,-17.3389,33.8,69,90,4.61
312,Sadsadan,PH,2021-05-17 03:21:45,16.9333,120.8667,83.16,36,4,1.1
313,Korla,CN,2021-05-17 03:21:46,41.7597,86.1469,67.77,26,99,5.64
314,Santa Helena De Goias,BR,2021-05-17 03:21:47,-17.8136,-50.5969,70.56,48,84,2.33
315,Alyangula,AU,2021-05-17 03:21:47,-13.8483,136.4192,84.2,51,40,10.36
316,Belmonte,BR,2021-05-17 03:21:48,-15.8631,-38.8828,68.0,88,0,5.75
317,Vestmannaeyjar,IS,2021-05-17 03:21:48,63.4427,-20.2734,39.6,71,100,4.05
318,Mao,ES,2021-05-17 03:21:49,39.8885,4.2658,60.8,72,0,21.85
319,Shambu,ET,2021-05-17 03:21:49,9.5667,37.1,51.55,96,98,4.63
320,Goulburn,AU,2021-05-17 03:21:50,-34.75,149.7167,55.99,59,6,8.55
321,Nobres,BR,2021-05-17 03:21:51,-14.7203,-56.3275,73.81,60,100,2.64
322,Sterling,US,2021-05-17 03:18:47,39.0062,-77.4286,55.4,76,75,4.61
323,Esperance,AU,2021-05-17 03:21:52,-33.8667,121.9,64.4,48,100,18.41
324,Businga,CD,2021-05-17 03:21:52,3.3333,20.8833,70.3,98,99,1.03
325,Palauig,PH,2021-05-17 03:21:53,15.435,119.9045,89.69,56,18,8.39
326,Jurbarkas,LT,2021-05-17 03:21:53,55.0778,22.7664,52.92,97,100,3.65
327,Robertsport,LR,2021-05-17 03:21:54,6.7533,-11.3686,78.35,86,100,6.22
328,Raudeberg,NO,2021-05-17 03:21:54,61.9875,5.1352,42.01,93,100,6.42
329,Vuktyl,RU,2021-05-17 03:21:55,63.8567,57.3094,58.41,83,92,3.98
330,Chifeng,CN,2021-05-17 03:21:56,42.2683,118.9636,75.56,13,0,4.7
331,San Pedro,PH,2021-05-17 03:21:56,14.35,121.0167,95.0,52,20,10.36
332,Mamallapuram,IN,2021-05-17 03:21:57,12.6264,80.1722,89.6,58,20,6.91
333,Bela Vista,BR,2021-05-17 03:21:57,-22.1089,-56.5211,72.25,54,81,3.42
334,Kizukuri,JP,2021-05-17 03:21:58,40.8061,140.3861,64.99,94,75,8.05
335,Lavrentiya,RU,2021-05-17 03:21:59,65.5833,-171.0,32.25,83,99,0.6
336,Panzhihua,CN,2021-05-17 03:17:59,26.5851,101.7128,88.23,30,72,2.33
337,Yar-Sale,RU,2021-05-17 03:22:00,66.8333,70.8333,28.11,83,80,10.56
338,Nantucket,US,2021-05-17 03:22:00,41.2835,-70.0995,53.6,82,1,6.91
339,Ambon,ID,2021-05-17 03:22:01,-3.6954,128.1814,82.4,83,40,4.61
340,Labuhan,ID,2021-05-17 03:22:01,-6.8844,112.2051,85.32,64,84,1.54
341,Bluff,NZ,2021-05-17 03:22:02,-46.6,168.3333,51.01,78,87,7.0
342,Kangaatsiaq,GL,2021-05-17 03:22:03,68.3065,-53.4641,33.08,76,75,1.63
343,Uvinza,TZ,2021-05-17 03:22:04,-5.1036,30.3911,64.63,86,95,1.1
344,Faya,SA,2021-05-17 03:22:04,18.3851,42.4509,68.0,20,0,3.58
345,Quatre Cocos,MU,2021-05-17 03:22:05,-20.2078,57.7625,77.0,73,75,11.5
346,Auki,SB,2021-05-17 03:22:06,-8.7676,160.7034,86.27,64,78,6.26
347,Takoradi,GH,2021-05-17 03:22:07,4.8845,-1.7554,78.71,87,100,5.88
348,Snezhnogorsk,RU,2021-05-17 03:22:08,69.1933,33.2531,37.4,100,75,4.47
349,Darfield,GB,2021-05-17 03:22:09,53.5339,-1.376,48.0,95,99,3.56
350,Saint George,US,2021-05-17 03:22:10,37.1041,-113.5841,75.2,16,1,8.05
351,Qandala,SO,2021-05-17 03:22:11,11.472,49.8728,86.86,61,52,5.77
352,Ribeira Grande,PT,2021-05-17 03:22:11,38.5167,-28.7,65.16,91,100,21.77
353,Pangai,TO,2021-05-17 03:22:12,-19.8,-174.35,82.4,74,20,11.5
354,Sambava,MG,2021-05-17 03:22:13,-14.2667,50.1667,72.46,77,31,9.66
355,Manhattan Beach,US,2021-05-17 03:22:13,33.8847,-118.4109,61.0,72,90,8.05
356,El Cobre,CU,2021-05-17 03:22:14,20.0489,-75.9469,78.8,83,40,4.61
357,Bilma,NE,2021-05-17 03:22:14,18.6853,12.9164,86.27,11,0,11.41
358,Monchegorsk,RU,2021-05-17 03:22:15,67.9397,32.8739,43.0,100,100,6.42
359,Marrakesh,MA,2021-05-17 03:22:04,31.6315,-8.0083,66.2,48,5,3.44
360,Novhorodka,UA,2021-05-17 03:22:16,48.3651,32.6578,59.0,82,40,15.66
361,Awbari,LY,2021-05-17 03:22:17,26.5921,12.7805,75.94,15,13,7.96
362,Zhangjiakou,CN,2021-05-17 03:22:17,40.81,114.8794,71.06,20,94,6.08
363,Alta,NO,2021-05-17 03:22:18,69.9689,23.2717,41.0,81,75,12.66
364,Tirukkoyilur,IN,2021-05-17 03:22:19,11.95,79.2,89.42,49,38,3.49
365,Pak Phanang,TH,2021-05-17 03:22:19,8.3511,100.202,93.0,66,40,3.44
366,Bitung,ID,2021-05-17 03:22:20,1.4451,125.1824,80.6,83,40,6.91
367,Marienburg,PL,2021-05-17 03:19:38,54.0359,19.0266,48.0,100,3,7.0
368,Camacha,PT,2021-05-17 03:22:21,33.0833,-16.3333,66.2,77,75,8.05
369,Panaba,MX,2021-05-17 03:22:21,21.2833,-88.2667,76.95,79,76,10.29
370,Antofagasta,CL,2021-05-17 03:22:22,-23.65,-70.4,60.8,77,90,3.44
371,Ericeira,PT,2021-05-17 03:22:22,38.9627,-9.4156,55.99,96,58,13.27
372,Peniche,PT,2021-05-17 03:22:23,39.3558,-9.3811,57.0,89,84,3.0
373,Conceicao Da Barra,BR,2021-05-17 03:22:24,-18.5933,-39.7322,68.95,81,76,3.53
374,Bengkulu,ID,2021-05-17 03:22:24,-3.8004,102.2655,84.16,70,100,2.91
375,Cabras,IT,2021-05-17 03:22:25,39.93,8.5314,55.0,92,21,8.99
376,Payo,ID,2021-05-17 03:22:25,-3.7508,103.6372,86.27,65,92,1.34
377,Porto Tolle,IT,2021-05-17 03:22:26,44.9497,12.3245,63.0,70,89,1.01
378,Khasan,RU,2021-05-17 03:22:27,42.4308,130.6434,67.05,38,10,4.72
379,Maryborough,AU,2021-05-17 03:22:28,-25.5333,152.7,73.0,49,2,3.0
380,Nishihara,JP,2021-05-17 03:22:28,26.1842,127.7558,87.8,74,75,17.27
381,Eydhafushi,MV,2021-05-17 03:22:29,5.1033,73.0708,84.61,75,98,15.08
382,Muroto,JP,2021-05-17 03:22:29,33.2833,134.15,73.4,100,75,6.91
383,Kaiwaka,NZ,2021-05-17 03:22:30,-36.1667,174.45,62.01,87,1,14.0
384,Geraldton,AU,2021-05-17 03:22:30,-28.7667,114.6,82.4,30,34,12.66
385,Tiznit,MA,2021-05-17 03:22:31,29.5833,-9.5,66.87,60,0,2.93
386,Elizabeth City,US,2021-05-17 03:17:33,36.2946,-76.2511,62.6,82,90,4.61
387,Sao Miguel Do Araguaia,BR,2021-05-17 03:22:32,-13.275,-50.1628,72.81,54,100,2.8
388,Morden,CA,2021-05-17 03:22:33,49.1919,-98.1014,71.6,20,72,6.82
389,Dongsheng,CN,2021-05-17 03:19:34,39.8161,109.9776,63.57,16,100,10.04
390,Luderitz,NA,2021-05-17 03:22:34,-26.6481,15.1594,59.54,72,42,11.14
391,Vestmanna,FO,2021-05-17 03:22:34,62.1564,-7.1664,44.6,87,90,10.36
392,College,US,2021-05-17 03:18:18,64.8569,-147.8028,53.6,66,75,5.75
393,Dikson,RU,2021-05-17 03:22:35,73.5069,80.5464,26.53,78,100,12.21
394,Tabou,CI,2021-05-17 03:22:35,4.423,-7.3528,78.6,86,100,5.17
395,Shimoda,JP,2021-05-17 03:22:36,34.6667,138.95,72.0,94,75,23.02
396,Constitucion,CL,2021-05-17 03:22:37,-35.3333,-72.4167,57.4,59,100,6.55
397,Samana,DO,2021-05-17 03:22:37,19.2056,-69.3369,75.49,84,0,5.01
398,Fort Nelson,CA,2021-05-17 03:22:38,58.8053,-122.7002,48.2,81,75,3.44
399,Ulaangom,MN,2021-05-17 03:22:39,49.9811,92.0667,69.28,24,6,2.82
400,Kenai,US,2021-05-17 03:22:39,60.5544,-151.2583,50.0,71,1,12.66
401,Boa Vista,BR,2021-05-17 03:18:26,2.8197,-60.6733,78.8,89,75,2.3
402,Loubomo,CG,2021-05-17 03:22:40,-4.1997,12.6739,72.88,95,100,2.28
403,Nizwa,OM,2021-05-17 03:22:41,22.9333,57.5333,88.43,25,0,0.58
404,Nerchinskiy Zavod,RU,2021-05-17 03:22:42,51.3088,119.61,59.41,37,69,8.84
405,Jardim,BR,2021-05-17 03:22:03,-21.4803,-56.1381,74.35,44,77,2.66
406,Tautira,PF,2021-05-17 03:22:43,-17.7333,-149.15,84.2,70,75,3.44
407,Bundaberg,AU,2021-05-17 03:22:44,-24.85,152.35,75.2,29,2,6.91
408,Waupun,US,2021-05-17 03:22:44,43.6333,-88.7296,57.2,72,1,5.75
409,Talara,PE,2021-05-17 03:22:45,-4.5772,-81.2719,69.13,85,67,12.8
410,Acapulco,MX,2021-05-17 03:19:20,16.8634,-99.8901,84.2,74,75,5.75
411,Chilca,PE,2021-05-17 03:22:46,-12.5211,-76.7372,62.6,82,0,5.75
412,Yuanping,CN,2021-05-17 03:20:10,38.7153,112.7575,68.02,25,69,0.94
413,Bam,IR,2021-05-17 03:22:47,29.106,58.357,81.19,18,1,3.74
414,Balad,IQ,2021-05-17 03:22:47,34.0164,44.1453,85.68,12,0,7.85
415,Mala,PE,2021-05-17 03:22:48,-12.6581,-76.6308,64.96,85,8,4.56
416,Sorong,ID,2021-05-17 03:21:28,-0.8833,131.25,83.35,80,84,4.81
417,Montepuez,MZ,2021-05-17 03:22:49,-13.1256,38.9997,64.06,97,5,2.71
418,Rebrikha,RU,2021-05-17 03:22:50,53.0733,82.3408,66.31,66,35,9.8
419,Wheeling,US,2021-05-17 03:22:50,42.1392,-87.929,60.8,59,1,4.61
420,Lodja,CD,2021-05-17 03:22:50,-3.4833,23.4333,71.13,88,96,2.17
421,Nunoa,PE,2021-05-17 03:22:51,-14.48,-70.6411,37.76,69,58,3.24
422,Burlatskoye,RU,2021-05-17 03:22:52,45.0564,43.635,62.28,57,97,9.28
423,Bokaa,BW,2021-05-17 03:22:52,-24.45,26.0167,46.4,71,0,5.75
424,Kautokeino,NO,2021-05-17 03:22:53,69.0125,23.0412,35.33,100,100,4.18
425,Tahta,EG,2021-05-17 03:22:54,26.7693,31.5021,80.6,36,0,11.5
426,Itambacuri,BR,2021-05-17 03:22:54,-18.0311,-41.685,62.46,90,85,4.16
427,Maragogi,BR,2021-05-17 03:22:55,-9.0122,-35.2225,74.41,84,29,7.7
428,Rancho Palos Verdes,US,2021-05-17 03:22:56,33.7445,-118.387,61.0,82,75,5.75
429,Sangamner,IN,2021-05-17 03:22:56,19.5667,74.2167,76.78,71,100,26.33
430,Tambopata,PE,2021-05-17 03:22:57,-12.7333,-69.1833,75.97,73,68,1.81
431,Nardaran,AZ,2021-05-17 03:22:57,40.5561,50.0056,66.2,88,0,9.22
432,Kathmandu,NP,2021-05-17 03:21:07,27.7167,85.3167,73.4,60,75,3.44
433,Tual,ID,2021-05-17 03:22:58,-5.6667,132.75,83.16,78,31,19.73
434,Loreto,MX,2021-05-17 03:22:59,22.2667,-101.9667,74.66,22,27,2.86
435,Itoman,JP,2021-05-17 03:23:00,26.1247,127.6694,87.8,84,40,9.22
436,Neftcala,AZ,2021-05-17 03:23:00,39.3742,49.2472,67.53,66,23,5.39
437,Srednekolymsk,RU,2021-05-17 03:23:01,67.45,153.6833,39.61,80,46,10.38
438,Dakar,SN,2021-05-17 03:21:40,14.6937,-17.4441,69.8,94,20,9.22
439,Coihaique,CL,2021-05-17 03:23:02,-45.5752,-72.0662,32.0,93,0,1.14
440,Chauk,MM,2021-05-17 03:23:02,20.8833,94.8167,96.78,37,20,6.29
441,Karlstad,SE,2021-05-17 03:23:03,59.3793,13.5036,48.2,100,75,6.91
442,Kudahuvadhoo,MV,2021-05-17 03:23:03,2.6708,72.8944,84.06,73,9,13.15
443,Okhotsk,RU,2021-05-17 03:23:04,59.3833,143.3,42.03,61,98,6.93
444,Praxedis Guerrero,MX,2021-05-17 03:23:04,31.3667,-106.0167,82.4,5,1,11.5
445,Bodaybo,RU,2021-05-17 03:23:05,57.8506,114.1933,37.02,45,100,14.92
446,Khani,GE,2021-05-17 03:23:05,41.9563,42.9566,53.6,87,0,4.61
447,Portland,US,2021-05-17 03:21:28,45.5234,-122.6762,75.2,35,20,4.61
448,Kostomuksha,RU,2021-05-17 03:23:06,64.571,30.5767,50.07,89,100,5.39
449,Camargo,MX,2021-05-17 03:23:07,27.6667,-105.1667,81.59,8,0,4.72
450,Hamilton,US,2021-05-17 03:23:08,39.1834,-84.5333,60.8,88,1,3.58
451,La Union,PE,2021-05-17 03:23:09,-5.4,-80.75,71.22,70,50,13.44
452,Ushtobe,KZ,2021-05-17 03:23:09,45.2514,77.9838,69.24,39,0,7.72
453,Morshansk,RU,2021-05-17 03:23:10,53.4435,41.8107,62.44,87,15,4.92
454,Prince Rupert,CA,2021-05-17 03:23:10,54.3161,-130.3201,48.2,71,1,9.22
455,Kisangani,CD,2021-05-17 03:23:11,0.5167,25.2,71.31,96,82,4.03
456,Erzin,TR,2021-05-17 03:23:11,36.9559,36.2,64.99,88,25,1.66
457,Sinnar,SD,2021-05-17 03:23:12,13.5691,33.5672,83.66,45,23,12.08
458,Anshun,CN,2021-05-17 03:23:12,26.25,105.9333,61.83,73,100,8.68
459,Ratnagiri,IN,2021-05-17 03:23:13,16.9833,73.3,80.31,93,100,28.92
460,Sabang,ID,2021-05-17 03:23:14,5.8933,95.3214,84.16,74,100,12.75
461,Sinyavskoye,RU,2021-05-17 03:23:15,47.277,39.2789,64.4,55,0,15.66
462,Tiksi,RU,2021-05-17 03:23:15,71.6872,128.8694,29.55,90,100,7.34
463,Mount Gambier,AU,2021-05-17 03:23:16,-37.8333,140.7667,59.0,72,75,10.36
464,Shirokiy,RU,2021-05-17 03:23:16,49.758,129.523,68.14,43,35,9.57
465,Giulesti,RO,2021-05-17 03:23:17,47.8167,23.9333,54.0,94,75,2.3
466,Mapiripan,CO,2021-05-17 03:23:17,2.8892,-72.1256,72.5,95,91,2.28
467,Emba,KZ,2021-05-17 03:23:18,48.8264,58.1442,77.54,21,5,1.34
468,Ust-Nera,RU,2021-05-17 03:23:19,64.5667,143.2,46.89,56,97,4.16
469,Zmeinogorsk,RU,2021-05-17 03:23:19,51.1567,82.195,64.33,64,74,6.2
470,Aripuana,BR,2021-05-17 03:23:20,-9.1667,-60.6333,72.88,80,100,1.74
471,Pilar,BR,2021-05-17 03:23:21,-9.5972,-35.9567,69.8,94,0,2.3
472,Aksu,CN,2021-05-17 03:23:21,41.1231,80.2644,66.06,22,2,3.74
473,Amapa,BR,2021-05-17 03:23:22,1.0,-52.0,72.19,99,99,1.01
474,Asau,RO,2021-05-17 03:23:22,46.4333,26.4,54.0,94,0,3.44
475,Chicama,PE,2021-05-17 03:23:23,-7.8447,-79.1469,64.4,88,40,8.05
476,Oppdal,NO,2021-05-17 03:22:13,62.5943,9.6912,40.24,88,82,5.93
477,Filingue,NE,2021-05-17 03:23:24,14.3521,3.3168,87.96,29,35,11.18
478,Tahoua,NE,2021-05-17 03:23:22,14.8888,5.2692,86.23,12,43,8.41
479,Sibolga,ID,2021-05-17 03:23:25,1.7427,98.7792,77.63,93,100,4.36
480,Izhma,RU,2021-05-17 03:23:25,65.0083,53.9113,44.92,92,100,8.39
481,Amherstburg,CA,2021-05-17 03:23:26,42.1168,-83.0499,55.4,62,1,6.4
482,Menongue,AO,2021-05-17 03:23:26,-14.6585,17.691,54.36,60,1,2.91
483,Bauchi,NG,2021-05-17 03:23:27,10.5,10.0,78.44,68,100,6.06
484,Chaoyang,CN,2021-05-17 03:20:11,41.5703,120.4586,82.56,10,0,0.76
485,Kirakira,SB,2021-05-17 03:23:28,-10.4544,161.9205,85.05,73,87,10.92
486,Makinsk,KZ,2021-05-17 03:23:29,52.6292,70.4169,79.34,40,89,4.47
487,Puerto Leguizamo,CO,2021-05-17 03:23:29,-0.1934,-74.7819,72.57,98,100,2.19
488,Skibbereen,IE,2021-05-17 03:23:30,51.55,-9.2667,46.4,93,75,10.36
489,Port Lincoln,AU,2021-05-17 03:23:30,-34.7333,135.8667,60.03,54,100,1.68
490,Odweyne,SO,2021-05-17 03:19:13,9.4092,45.064,74.46,61,7,7.81
491,Cleethorpes,GB,2021-05-17 03:23:31,53.5605,-0.0323,48.99,87,40,12.66
492,Trzebnica,PL,2021-05-17 03:23:32,51.3108,17.0633,50.0,93,0,3.44
493,Castro,BR,2021-05-17 03:23:32,-24.7911,-50.0119,54.27,90,52,2.93
494,La Ronge,CA,2021-05-17 03:23:33,55.1001,-105.2842,48.2,53,100,5.75
495,Carquefou,FR,2021-05-17 03:23:33,47.2982,-1.4902,52.0,87,92,12.66
496,Chokurdakh,RU,2021-05-17 03:23:34,70.6333,147.9167,32.56,94,86,11.05
497,Umm Kaddadah,SD,2021-05-17 03:23:35,13.6017,26.6876,78.13,4,55,4.81
498,Xiantao,CN,2021-05-17 03:23:35,30.3833,113.4,68.31,57,30,7.29
499,High Rock,BS,2021-05-17 03:23:36,26.6208,-78.2833,71.6,78,75,5.75
500,Hualmay,PE,2021-05-17 03:23:37,-11.0964,-77.6139,64.62,85,1,8.32
501,Pemberton,CA,2021-05-17 03:23:37,50.3164,-122.8027,66.2,52,53,5.75
502,Ulverstone,AU,2021-05-17 03:23:38,-41.15,146.1667,57.99,51,13,8.99
503,Erenhot,CN,2021-05-17 03:23:38,43.6475,111.9767,71.49,17,0,17.74
504,Plouzane,FR,2021-05-17 03:23:39,48.3833,-4.6167,51.8,93,90,13.8
505,Malacacheta,BR,2021-05-17 03:23:39,-17.8422,-42.0767,58.66,91,98,2.91
506,Moyale,KE,2021-05-17 03:23:40,3.5167,39.0584,63.73,84,71,3.53
507,Dudinka,RU,2021-05-17 03:23:41,69.4058,86.1778,22.23,92,100,6.24
508,Dale,US,2021-05-17 03:23:41,38.1689,-86.99,66.2,88,90,6.91
509,Pangkalanbuun,ID,2021-05-17 03:23:42,-2.6833,111.6167,87.33,65,100,4.7
510,Isla Mujeres,MX,2021-05-17 03:23:42,21.2311,-86.731,82.4,78,40,10.36
511,Belaya Gora,RU,2021-05-17 03:23:43,68.5333,146.4167,38.43,75,100,10.67
512,Guerrero Negro,MX,2021-05-17 03:23:44,27.9769,-114.0611,59.88,79,1,18.66
513,Tucuman,AR,2021-05-17 03:20:11,-26.8241,-65.2226,68.0,73,75,4.61
514,Halifax,CA,2021-05-17 03:23:06,44.6453,-63.5724,48.99,93,100,5.75
515,Maku,IR,2021-05-17 03:23:45,39.2911,44.4521,63.95,41,1,3.42
516,Wahiawa,US,2021-05-17 03:23:46,21.5028,-158.0236,75.2,60,75,11.5
517,Souillac,MU,2021-05-17 03:23:47,-20.5167,57.5167,77.0,73,75,11.5
518,Zhangye,CN,2021-05-17 03:23:48,38.9342,100.4517,67.5,22,97,1.34
519,Gamba,GA,2021-05-17 03:23:48,-2.65,10.0,77.43,90,100,1.92
520,Hanting,CN,2021-05-17 03:23:49,36.7708,119.2108,77.9,24,3,8.23
521,Yumen,CN,2021-05-17 03:23:49,40.2833,97.2,71.64,14,98,17.47
522,Moussoro,TD,2021-05-17 03:23:50,13.6408,16.4901,86.23,5,95,7.11
523,Gornopravdinsk,RU,2021-05-17 03:23:50,60.05,69.9,62.24,77,100,4.18
524,Buin,CL,2021-05-17 03:23:51,-33.7333,-70.75,64.0,62,100,1.14
525,Bilibino,RU,2021-05-17 03:23:51,68.0546,166.4372,35.08,91,100,3.13
526,Nizhneangarsk,RU,2021-05-17 03:23:52,55.7833,109.55,37.53,51,23,5.77
527,Ocampo,MX,2021-05-17 03:23:52,21.65,-101.5,69.31,23,10,7.34
528,Wagar,SD,2021-05-17 03:23:53,16.1525,36.2032,84.18,17,12,3.83
529,Lyuban,BY,2021-05-17 03:23:53,52.7985,28.0048,54.99,96,100,8.34
530,Adrar,MR,2021-05-17 03:23:54,20.5022,-10.0711,83.62,17,64,10.45
531,Perai,MY,2021-05-17 03:23:54,5.3833,100.3833,87.8,79,20,2.3
532,Manavalakurichi,IN,2021-05-17 03:23:55,8.1333,77.3,87.8,70,20,2.3
533,Oktyabrskiy,RU,2021-05-17 03:23:55,54.4815,53.471,70.47,57,34,7.4
534,Lexington,US,2021-05-17 03:22:15,37.9887,-84.4777,60.8,72,90,5.75
535,Stillwater,US,2021-05-17 03:23:56,36.1156,-97.0584,66.2,88,90,5.75
536,Smithers,CA,2021-05-17 03:22:52,54.7804,-127.1743,50.0,57,90,3.44
537,La Rioja,ES,2021-05-17 03:23:56,42.25,-2.5,54.0,94,90,1.52
538,Touros,BR,2021-05-17 03:23:57,-5.1989,-35.4608,73.4,94,20,4.61
539,Harlingen,US,2021-05-17 03:23:57,26.1906,-97.6961,80.01,94,40,11.5
540,Arawa,PG,2021-05-17 03:23:58,-6.2132,155.5367,87.8,62,100,5.77
541,Terrace Bay,CA,2021-05-17 03:23:58,48.7834,-87.1,48.2,87,68,5.75
542,Aswan,EG,2021-05-17 03:23:58,24.0934,32.907,83.91,14,0,9.46
543,Betulia,CO,2021-05-17 03:23:59,6.1128,-75.9838,59.0,100,75,5.75
544,Lagoa,PT,2021-05-17 03:24:00,39.05,-27.9833,63.97,90,100,23.09
545,Atar,MR,2021-05-17 03:24:00,20.5169,-13.0499,84.0,18,100,6.33
546,Woodstock,CA,2021-05-17 03:24:00,43.1334,-80.7497,55.99,66,12,4.85
547,Krasnyy,RU,2021-05-17 03:24:01,54.5678,31.4333,53.06,91,77,6.51
548,Barentu,ER,2021-05-17 03:24:01,15.1139,37.5928,82.04,13,84,2.75
549,Turukhansk,RU,2021-05-17 03:24:02,65.8167,87.9833,28.96,58,7,5.57
550,Riyadh,SA,2021-05-17 03:21:28,24.6877,46.7219,84.2,12,0,5.75
551,Vallam,IN,2021-05-17 03:24:02,10.7167,79.0833,89.6,58,20,3.44
552,Richards Bay,ZA,2021-05-17 03:24:03,-28.783,32.0377,65.14,86,87,8.21
553,Jeremie,HT,2021-05-17 03:24:03,18.65,-74.1167,78.94,80,9,4.07
554,Kuytun,RU,2021-05-17 03:24:04,54.3419,101.5036,47.08,64,100,9.89
555,Quesnel,CA,2021-05-17 03:24:04,52.9999,-122.5029,55.4,82,75,8.05
556,Requena,ES,2021-05-17 03:24:04,39.4883,-1.1004,64.99,80,77,1.99
557,Narovchat,RU,2021-05-17 03:24:05,53.8765,43.6946,63.1,81,56,5.61
558,Burriana,ES,2021-05-17 03:20:39,39.889,-0.085,64.99,82,0,3.44
559,Mallasamudram,IN,2021-05-17 03:24:06,11.4833,78.0333,84.2,61,20,5.75
560,Porto Belo,BR,2021-05-17 03:24:06,-27.1578,-48.5531,70.0,94,40,5.75
561,Espanola,US,2021-05-17 03:24:07,35.9911,-106.0806,66.2,15,1,5.75
562,Egvekinot,RU,2021-05-17 03:24:07,66.3167,-179.1667,28.24,87,45,0.63
563,Lokosovo,RU,2021-05-17 03:24:08,61.1333,74.8167,47.64,80,100,6.91
564,Alexandria,EG,2021-05-17 03:21:39,31.2156,29.9553,68.0,73,40,13.8
565,Rudraprayag,IN,2021-05-17 03:24:09,30.2833,78.9833,84.83,26,6,2.77
566,Hameenlinna,FI,2021-05-17 03:24:09,60.996,24.4643,48.0,93,0,2.3
567,Andenes,NO,2021-05-17 03:24:10,69.3143,16.1194,41.0,93,100,4.61
568,Yeppoon,AU,2021-05-17 03:24:10,-23.1333,150.7333,77.0,33,40,5.75
569,Marsabit,KE,2021-05-17 03:24:10,2.3284,37.9899,62.47,84,78,12.01
570,Edd,ER,2021-05-17 03:24:11,13.9297,41.6925,86.43,53,8,2.44
571,Belyy,RU,2021-05-17 03:24:11,55.8402,32.9419,53.71,91,70,5.44
572,Bira,RU,2021-05-17 03:24:12,49.0,132.4667,73.02,28,0,8.21
573,Buchanan,LR,2021-05-17 03:19:17,5.8808,-10.0467,73.4,94,40,6.51
574,Ngaoundere,CM,2021-05-17 03:24:13,7.3167,13.5833,66.85,90,100,3.78
575,Christchurch,NZ,2021-05-17 03:22:31,-43.5333,172.6333,59.0,72,100,5.75
576,Teguise,ES,2021-05-17 03:24:13,29.0605,-13.564,68.0,77,0,13.8
577,Nordhausen,DE,2021-05-17 03:24:14,51.5167,10.8,43.0,97,51,3.62
578,Oloron-Sainte-Marie,FR,2021-05-17 03:24:14,43.1944,-0.6107,51.8,82,75,9.22
579,Grand Gaube,MU,2021-05-17 03:24:15,-20.0064,57.6608,77.0,70,41,5.99
580,Dangtu,CN,2021-05-17 03:24:15,31.5723,118.4928,69.8,56,40,4.47
581,Salalah,OM,2021-05-17 03:24:16,17.0151,54.0924,82.4,42,0,4.61
582,Dalbandin,PK,2021-05-17 03:24:16,28.8947,64.4101,84.34,12,3,9.48
583,Kumluca,TR,2021-05-17 03:24:17,36.3703,30.2869,64.47,64,1,4.56
584,Santa Catarina De Tepehuanes,MX,2021-05-17 03:24:17,25.35,-105.7333,65.82,33,0,11.18
585,Dalby,AU,2021-05-17 03:24:18,-27.1833,151.2667,64.4,27,0,10.36
586,Shangzhi,CN,2021-05-17 03:24:18,45.2167,127.9667,72.39,29,0,12.62
587,Winnemucca,US,2021-05-17 03:24:01,40.973,-117.7357,57.2,67,1,4.76
588,Santa Rosalia,MX,2021-05-17 03:24:19,27.3167,-112.2833,73.26,35,0,7.27
589,Tomatlan,MX,2021-05-17 03:24:19,19.9333,-105.25,78.37,69,2,2.17
590,Serenje,ZM,2021-05-17 03:24:20,-13.2325,30.2352,53.78,81,0,3.18
591,Chau Doc,VN,2021-05-17 03:24:21,10.7,105.1167,92.23,53,100,5.01
592,Dzhebariki-Khaya,RU,2021-05-17 03:24:21,62.2167,135.8,48.63,71,100,2.42
593,Ust-Ishim,RU,2021-05-17 03:24:22,57.6935,71.1665,67.77,64,56,7.43
