City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
341,Goose Creek,US,32.981,-80.0326,64.4,63,1,4.61,clear sky
342,Keetmanshoop,NA,-26.5833,18.1333,46.4,66,0,2.3,clear sky
343,Coahuayana,MX,18.7333,-103.6833,76.44,82,5,2.06,clear sky
344,Saint-Georges,GD,12.0564,-61.7485,80.6,78,20,12.66,few clouds
345,Margate,GB,51.3813,1.3862,51.01,85,97,4.0,overcast clouds
346,Wairoa,NZ,-39.0333,177.3667,66.0,65,41,4.0,scattered clouds
347,Saldanha,ZA,-33.0117,17.9442,46.4,87,1,1.14,clear sky
348,Martapura,ID,-3.4167,114.85,86.0,66,40,10.36,scattered clouds
349,Ziro,IN,27.6333,93.8333,73.4,94,90,5.75,mist
350,Deputatskiy,RU,69.3,139.9,28.78,98,100,5.41,overcast clouds
351,Guerrero Negro,MX,27.9769,-114.0611,59.77,79,2,18.63,clear sky
352,Lima,PE,-12.0432,-77.0282,62.6,82,0,5.75,clear sky
353,Kahului,US,20.8947,-156.47,78.8,53,40,21.85,scattered clouds
354,Virginia Beach,US,36.8529,-75.978,63.0,67,90,4.61,overcast clouds
355,Turka,UA,49.1541,23.0297,48.99,85,42,3.56,scattered clouds
356,Farah,AF,32.5,62.5,75.99,14,0,4.12,clear sky
357,Gurlan,UZ,41.8447,60.3919,73.4,28,0,11.5,clear sky
358,Byron Bay,AU,-28.65,153.6167,66.99,48,20,11.5,few clouds
359,Diplo,PK,24.4667,69.584,95.18,40,93,16.06,overcast clouds
360,Zhuhai,CN,22.2769,113.5678,91.4,74,40,12.66,scattered clouds
361,Manono,CD,-7.3,27.4167,65.93,67,89,3.0,overcast clouds
362,Saint-Pierre,RE,-21.3393,55.4781,73.99,56,20,4.61,few clouds
363,Koryazhma,RU,61.3143,47.1691,58.19,83,56,8.52,broken clouds
364,Muroto,JP,33.2833,134.15,73.4,100,75,6.91,light rain
365,Chauk,MM,20.8833,94.8167,99.73,31,17,6.06,few clouds
366,Borogontsy,RU,62.6683,131.1683,47.08,62,100,10.18,overcast clouds
367,Ponta Do Sol,PT,32.6667,-17.1,66.2,68,20,17.27,few clouds
368,Howard Springs,AU,-12.497,131.047,87.01,35,0,13.8,clear sky
369,Tolaga Bay,NZ,-38.3667,178.3,61.36,85,79,5.5,broken clouds
370,Anadyr,RU,64.75,177.4833,37.4,75,0,8.95,clear sky
371,Coolum Beach,AU,-26.5333,153.1,73.99,32,63,3.0,broken clouds
372,Port Shepstone,ZA,-30.7414,30.455,63.0,70,92,11.54,overcast clouds
373,Clinton,US,42.587,-82.9199,59.0,76,75,5.75,broken clouds
374,Coaldale,CA,49.7167,-112.6185,66.99,39,20,6.91,few clouds
375,Kidal,ML,18.4411,1.4078,89.13,12,46,2.33,scattered clouds
376,Chokurdakh,RU,70.6333,147.9167,32.0,93,72,12.53,broken clouds
377,Alexandria,EG,31.2156,29.9553,68.0,73,40,12.66,scattered clouds
378,Leningradskiy,RU,69.3833,178.4167,32.2,89,82,11.39,broken clouds
379,Hamilton,US,39.1834,-84.5333,60.01,88,1,4.32,clear sky
380,Fez,MA,34.0372,-4.9998,59.0,77,0,4.61,clear sky
381,Montefiascone,IT,42.5393,12.0362,57.99,91,97,5.99,overcast clouds
382,Leshukonskoye,RU,64.8989,45.7622,49.24,81,96,7.74,overcast clouds
383,Kasongo-Lunda,CD,-6.4667,16.8167,73.09,70,97,0.78,overcast clouds
384,Riverton,US,40.5219,-111.9391,61.0,67,40,9.22,scattered clouds
385,Kungurtug,RU,50.5994,97.5228,57.22,53,99,9.93,overcast clouds
386,Vizianagaram,IN,18.1167,83.4167,89.6,74,20,3.44,mist
387,Qasigiannguit,GL,68.8193,-51.1922,32.0,86,18,2.3,few clouds
388,Clyde River,CA,70.4692,-68.5914,19.4,86,90,16.11,light snow
389,Changli,CN,39.7042,119.1506,86.11,11,19,8.57,few clouds
390,Cravo Norte,CO,6.3017,-70.2041,75.49,91,100,3.94,overcast clouds
391,Brae,GB,60.3964,-1.353,46.4,87,90,6.91,overcast clouds
392,Westport,US,41.1415,-73.3579,59.0,72,1,2.57,clear sky
393,Nijar,ES,36.9665,-2.206,62.6,88,0,4.61,clear sky
394,Yatou,CN,37.15,122.3833,72.12,33,76,11.05,broken clouds
395,Bilibino,RU,68.0546,166.4372,35.33,91,100,3.04,overcast clouds
396,Pointe Michel,DM,15.25,-61.3833,78.67,77,0,12.03,clear sky
397,Buenos Aires,AR,-34.6132,-58.3772,55.0,82,52,2.3,broken clouds
398,Kirkwall,GB,58.9848,-2.9587,42.8,93,40,3.44,scattered clouds
399,Albesti,RO,47.7,27.0667,57.2,88,0,11.5,clear sky
400,San Cristobal,VE,7.7669,-72.225,65.84,94,97,2.48,overcast clouds
401,Seoul,KR,37.5683,126.9778,60.8,94,90,6.91,light rain
402,Larsnes,NO,62.2028,5.5773,46.99,92,100,4.27,overcast clouds
403,Akdepe,TM,42.0551,59.3788,73.4,27,0,16.11,clear sky
404,Novyy Urgal,RU,51.0736,132.5642,69.82,31,27,14.65,scattered clouds
405,Qaanaaq,GL,77.484,-69.3632,21.52,94,100,3.47,overcast clouds
406,Farafangana,MG,-22.8167,47.8333,70.43,89,6,8.81,clear sky
407,Mangai,CD,-4.05,19.5333,70.47,97,100,0.51,overcast clouds
408,New Norfolk,AU,-42.7826,147.0587,57.0,67,38,4.0,scattered clouds
409,Khatanga,RU,71.9667,102.5,21.74,88,100,8.28,overcast clouds
410,Penalva,BR,-3.2942,-45.1736,74.52,96,100,1.97,overcast clouds
411,Oranjestad,AW,12.524,-70.027,81.0,78,20,18.41,few clouds
412,Lengshuitan,CN,26.4111,111.5956,69.1,72,99,7.4,overcast clouds
413,Peski,RU,55.2163,38.7626,63.0,77,0,2.24,clear sky
414,Makakilo City,US,21.3469,-158.0858,80.6,53,1,12.66,light rain
415,Ust-Maya,RU,60.4167,134.5333,50.88,47,100,10.89,overcast clouds
416,Magugu,TZ,-4.0167,35.7667,60.93,94,92,2.08,overcast clouds
417,Vostok,RU,46.4856,135.8833,67.3,28,20,8.77,few clouds
418,Kavieng,PG,-2.5744,150.7967,86.02,69,84,16.22,light rain
419,Paamiut,GL,61.994,-49.6678,37.13,78,51,1.86,broken clouds
420,Opalenica,PL,52.3089,16.4128,50.0,93,0,2.3,clear sky
421,Goure,NE,13.9835,10.2704,87.01,18,67,1.01,broken clouds
422,Hammerfest,NO,70.6634,23.6821,39.2,87,90,6.91,overcast clouds
423,Jining,CN,35.405,116.5814,79.25,22,69,6.71,broken clouds
424,Miranda,CO,3.2499,-76.2281,71.6,88,75,3.44,broken clouds
425,Cherskiy,RU,68.75,161.3,43.72,54,8,14.07,clear sky
426,Luderitz,NA,-26.6481,15.1594,59.43,70,33,9.84,scattered clouds
427,Bonavista,CA,48.6499,-53.1147,35.01,86,28,3.44,scattered clouds
428,Rabaul,PG,-4.1967,152.1721,87.35,63,76,10.16,broken clouds
429,Aksu,CN,41.1231,80.2644,68.14,19,2,3.22,clear sky
430,Andros Town,BS,24.7,-77.7667,77.0,69,20,11.5,few clouds
431,Bogandinskiy,RU,56.8937,65.8938,77.0,36,0,8.95,clear sky
432,Sheridan,US,44.8333,-106.9173,63.0,67,90,4.61,overcast clouds
433,Ellisras,ZA,-23.6649,27.7443,54.28,44,0,5.44,clear sky
434,Canutama,BR,-6.5339,-64.3831,76.39,81,100,1.97,light rain
435,Cabo San Lucas,MX,22.8909,-109.9124,80.01,71,75,1.99,broken clouds
436,Pemba,MZ,-12.974,40.5178,75.2,100,20,5.75,few clouds
437,Itupiranga,BR,-5.1347,-49.3267,75.2,100,0,2.3,clear sky
438,Tecoanapa,MX,16.5167,-98.75,84.54,68,10,1.45,clear sky
439,Balkanabat,TM,39.5108,54.3671,86.65,10,0,15.88,clear sky
440,Cleveland,US,41.4995,-81.6954,62.6,42,40,5.75,scattered clouds
441,Belyy Yar,RU,53.6039,91.3903,60.8,77,0,5.73,light rain
442,Maniitsoq,GL,65.4167,-52.9,34.95,81,7,10.69,clear sky
443,Yamada,JP,39.4667,141.95,66.38,92,100,7.31,moderate rain
444,Lufilufi,WS,-13.8745,-171.5986,91.4,70,40,11.5,light rain
445,Kulhudhuffushi,MV,6.6221,73.07,84.96,73,51,16.4,broken clouds
446,San Quintin,MX,30.4833,-115.95,58.75,75,18,12.55,few clouds
447,Zorritos,PE,-3.6805,-80.6782,73.13,84,88,1.81,overcast clouds
448,Chapais,CA,49.7834,-74.8492,50.0,81,90,2.3,overcast clouds
449,La Libertad,EC,-2.2333,-80.9,72.12,86,84,7.4,broken clouds
450,Maralal,KE,1.0968,36.698,58.5,81,66,2.3,broken clouds
451,Talaya,RU,61.3833,152.75,39.74,57,99,13.87,overcast clouds
452,Okhotsk,RU,59.3833,143.3,42.17,60,98,6.42,overcast clouds
453,Novaya Igirma,RU,57.1334,103.9112,45.95,23,97,8.46,overcast clouds
454,Basiawan,PH,6.5342,125.4869,87.8,70,40,8.05,scattered clouds
455,Salinopolis,BR,-0.6136,-47.3561,77.13,88,99,7.23,overcast clouds
456,Shubarshi,KZ,48.5872,57.1869,79.09,21,0,4.9,clear sky
457,Mugan,CN,35.9404,101.3842,58.91,38,72,3.98,broken clouds
458,Springbok,ZA,-29.6643,17.8865,45.1,81,0,4.5,clear sky
459,Farap,TM,39.1704,63.6116,68.0,34,0,4.61,clear sky
460,Ilovlya,RU,49.3033,43.9796,68.0,45,0,13.42,clear sky
461,Bend,US,44.0582,-121.3153,71.6,30,1,8.05,clear sky
462,Pimentel,PE,-6.8367,-79.9342,64.99,86,23,4.0,few clouds
463,Socastee,US,33.6835,-78.9984,66.2,68,1,5.75,clear sky
464,Souillac,MU,-20.5167,57.5167,77.0,73,75,11.5,broken clouds
465,Vanino,RU,49.0869,140.2543,57.85,53,4,6.29,clear sky
466,Quang Ngai,VN,15.1167,108.8,96.3,49,28,13.31,scattered clouds
467,Saint-Augustin,CA,51.226,-58.6502,36.77,78,15,5.21,few clouds
468,Camana,PE,-16.6228,-72.7111,64.54,89,44,4.0,scattered clouds
469,Arlit,NE,18.7369,7.3853,88.68,11,58,3.78,broken clouds
470,Acarau,BR,-2.8856,-40.12,75.81,82,34,8.88,scattered clouds
471,Rio Gallegos,AR,-51.6226,-69.2181,44.6,87,40,19.57,light intensity drizzle
472,Hailar,CN,49.2,119.7,66.96,34,10,16.08,clear sky
473,Iwanai,JP,42.9744,140.5089,67.35,65,81,6.51,broken clouds
474,Amposta,ES,40.7131,0.581,57.99,71,41,8.01,scattered clouds
475,Conceicao Da Barra,BR,-18.5933,-39.7322,68.31,83,80,2.91,broken clouds
476,Novoagansk,RU,61.9449,76.6625,44.51,80,100,5.82,overcast clouds
477,Challans,FR,46.8436,-1.8749,54.0,87,75,12.66,broken clouds
478,Panguipulli,CL,-39.6333,-72.3333,42.8,100,20,2.3,light rain
479,Winsum,NL,53.33,6.5208,50.0,93,75,4.61,light rain
480,Havelock,US,34.8791,-76.9013,61.0,87,22,2.66,few clouds
481,Kyra,RU,49.5776,111.9753,72.14,23,97,19.75,overcast clouds
482,Lukulu,ZM,-14.3707,23.242,56.43,52,64,4.61,broken clouds
483,Windhoek,NA,-22.5594,17.0832,51.8,46,50,5.75,scattered clouds
484,Wynyard,AU,-41.0,145.7167,53.01,51,23,14.0,few clouds
485,Gwanda,ZW,-20.9333,29.0,57.36,39,0,4.92,clear sky
486,Catamarca,AR,-28.4696,-65.7852,55.99,84,92,3.04,overcast clouds
487,Opuwo,NA,-18.0607,13.84,60.73,40,81,4.9,broken clouds
488,Herat,AF,34.5,62.0,71.6,21,0,2.3,clear sky
489,Sao Jose De Ribamar,BR,-2.5619,-44.0542,80.6,83,40,4.61,scattered clouds
490,Tartagal,AR,-22.5164,-63.8013,67.19,77,100,2.89,overcast clouds
491,Okha,RU,53.5739,142.9478,38.82,71,55,17.36,broken clouds
492,Werda,BW,-25.2667,23.2833,51.35,66,4,6.26,clear sky
493,Saint Albans,GB,51.75,-0.3333,50.0,93,75,9.22,broken clouds
494,Husavik,IS,66.0449,-17.3389,33.8,69,90,4.61,overcast clouds
495,Buraydah,SA,26.326,43.975,84.2,21,20,14.97,few clouds
496,Aragarcas,BR,-15.8975,-52.2508,70.36,57,79,2.17,broken clouds
497,Andenes,NO,69.3143,16.1194,44.6,87,75,9.22,broken clouds
498,Oranjemund,NA,-28.55,16.4333,55.89,90,0,6.31,clear sky
499,Dorchester,US,33.1002,-80.3831,62.6,77,40,4.59,scattered clouds
500,Nong Khae,TH,14.3406,100.8673,96.01,57,69,6.22,broken clouds
501,Mackay,AU,-21.15,149.2,75.99,57,40,19.57,scattered clouds
502,San Angelo,US,31.4638,-100.437,80.6,54,75,9.22,broken clouds
503,Nome,US,64.5011,-165.4064,39.99,70,1,9.22,clear sky
504,Reoti,IN,25.85,84.3833,102.76,21,20,5.73,few clouds
505,Magelang,ID,-7.4706,110.2178,89.6,55,20,9.22,few clouds
506,Brokopondo,SR,4.75,-55.1667,75.2,90,100,4.41,moderate rain
507,Taoudenni,ML,22.6783,-3.9836,93.34,12,78,10.98,broken clouds
508,Laurel,US,39.0993,-76.8483,57.99,82,90,1.79,overcast clouds
509,Hay River,CA,60.8156,-115.7999,37.4,87,100,8.05,light rain
510,Pangody,RU,65.85,74.4859,42.03,57,81,11.43,broken clouds
511,Anjozorobe,MG,-18.4,47.8667,55.4,94,75,3.44,broken clouds
512,Bluff,NZ,-46.6,168.3333,50.0,80,91,5.01,moderate rain
513,Gwembe,ZM,-16.4975,27.6069,57.11,56,4,2.28,clear sky
514,Sobolevo,RU,54.4299,31.8996,56.16,86,82,6.76,broken clouds
515,North Platte,US,41.1239,-100.7654,62.6,82,90,4.61,overcast clouds
516,Svetlyy,RU,54.675,20.1347,50.0,100,57,4.47,mist
517,Laguna,US,38.421,-121.4238,62.01,63,1,13.8,clear sky
518,Belaya Gora,RU,68.5333,146.4167,38.68,74,100,10.94,overcast clouds
519,Russell,US,32.3502,-85.1999,68.0,88,1,4.21,clear sky
520,Ypsonas,CY,34.6884,32.9574,64.4,72,20,8.05,few clouds
521,Rawson,AR,-43.3002,-65.1023,49.46,72,25,2.51,scattered clouds
522,Bayburt,TR,40.2589,40.2278,58.5,44,88,6.08,overcast clouds
523,Shingu,JP,33.7333,135.9833,73.99,100,75,8.05,light rain
524,Ushtobe,KZ,45.2514,77.9838,72.34,34,0,7.2,clear sky
525,Manoel Urbano,BR,-8.8389,-69.2597,73.71,87,51,1.39,broken clouds
526,Kaihua,CN,23.3687,104.28,84.47,42,82,12.03,broken clouds
527,Ishigaki,JP,24.3448,124.1572,87.8,79,75,12.66,broken clouds
528,Maxixe,MZ,-23.8597,35.3472,62.6,94,0,4.27,clear sky
529,Burns Lake,CA,54.2331,-125.7533,50.0,57,100,5.75,overcast clouds
530,Sakakah,SA,29.9697,40.2064,73.4,17,0,5.75,clear sky
531,Altay,CN,47.8667,88.1167,68.45,31,0,7.16,clear sky
532,Qui Nhon,VN,13.7667,109.2333,87.39,68,12,11.05,few clouds
533,Boa Vista,BR,2.8197,-60.6733,78.8,89,75,2.3,broken clouds
534,Key West,US,24.5557,-81.7826,80.6,65,20,13.8,few clouds
535,La Ronge,CA,55.1001,-105.2842,48.2,53,100,5.75,overcast clouds
536,Kem,RU,64.9555,34.5793,44.15,79,92,3.36,overcast clouds
537,Mecca,SA,21.4267,39.8261,85.21,17,0,2.73,clear sky
538,Vilkaviskis,LT,54.6517,23.0322,52.56,96,100,5.32,overcast clouds
539,Calbuco,CL,-41.768,-73.1273,44.6,93,100,5.75,mist
540,Sande,DE,53.5049,8.0142,46.4,93,75,4.21,broken clouds
541,Coquimbo,CL,-29.9533,-71.3436,53.6,100,90,8.05,mist
542,Hirara,JP,24.8,125.2833,87.8,74,40,17.27,scattered clouds
543,Batagay-Alyta,RU,67.8006,130.4114,49.51,47,55,6.93,light rain
544,Aromashevo,RU,56.8602,68.6375,80.04,35,37,14.74,scattered clouds
545,Asau,RO,46.4333,26.4,55.99,56,88,4.34,overcast clouds
546,Jaisinghnagar,IN,23.7,81.3833,96.39,34,28,7.56,scattered clouds
547,Sakata,JP,38.9167,139.855,62.6,94,75,14.97,broken clouds
548,Plettenberg Bay,ZA,-34.0527,23.3716,53.31,74,23,7.92,few clouds
549,Tianpeng,CN,30.9866,103.9393,77.0,50,20,2.24,few clouds
550,Algiers,DZ,36.7525,3.042,59.0,82,20,5.75,few clouds
551,Kirakira,SB,-10.4544,161.9205,84.47,74,80,9.84,broken clouds
552,Iracoubo,GF,5.4802,-53.2011,76.08,91,100,6.6,light rain
553,Granville,AU,-33.8333,151.0167,69.01,48,20,14.97,few clouds
554,Qeshm,IR,26.9581,56.2719,84.2,70,20,6.91,few clouds
555,Tuy Hoa,VN,13.0833,109.3,89.96,61,65,8.79,broken clouds
556,Naron,ES,43.5167,-8.1528,55.99,100,0,4.61,clear sky
557,Richards Bay,ZA,-28.783,32.0377,65.19,85,88,8.57,light rain
558,Alugan,PH,12.2188,125.4808,83.05,85,98,9.17,overcast clouds
559,Huilong,CN,31.8111,121.655,66.06,70,75,11.36,broken clouds
560,Sibolga,ID,1.7427,98.7792,77.54,94,100,3.44,overcast clouds
561,Hualmay,PE,-11.0964,-77.6139,64.13,87,0,8.28,clear sky
562,Winder,US,33.9926,-83.7202,62.6,67,25,4.18,scattered clouds
563,Gweru,ZW,-19.45,29.8167,54.91,44,0,4.07,clear sky
564,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.14,99,100,2.86,light rain
565,Ronde,DK,56.3014,10.4751,48.99,100,75,4.09,broken clouds
566,Nampula,MZ,-15.1165,39.2666,66.2,100,20,1.81,mist
567,Pevek,RU,69.7008,170.3133,32.45,90,49,3.94,scattered clouds
568,Pathalgaon,IN,22.5667,83.4667,94.12,34,20,8.01,few clouds
569,Rapu-Rapu,PH,13.1866,124.1256,83.59,80,29,13.8,scattered clouds
570,Alihe,CN,50.5667,123.7167,69.35,28,65,4.34,broken clouds
571,Junin,AR,-34.5838,-60.9433,50.63,71,3,4.54,clear sky
572,Areosa,PT,41.7178,-8.8571,54.0,93,0,5.82,clear sky
573,North Bend,US,43.4065,-124.2243,52.0,93,90,6.91,mist
574,Hauterive,FR,46.0901,3.4459,50.0,62,40,8.05,scattered clouds
575,Aswan,EG,24.0934,32.907,83.95,14,0,9.4,clear sky
576,Henties Bay,NA,-22.116,14.2845,60.87,86,93,4.72,overcast clouds
577,Tazovskiy,RU,67.4667,78.7,24.49,88,89,7.99,overcast clouds
578,Roebourne,AU,-20.7833,117.1333,80.58,26,40,16.67,scattered clouds
579,Chardara,KZ,41.2547,67.9692,75.0,35,0,5.19,clear sky
580,Marsh Harbour,BS,26.5412,-77.0636,74.3,61,96,15.26,overcast clouds
581,Tolmin,SI,46.183,13.7332,59.0,92,100,5.01,moderate rain
582,Campbellton,CA,48.0075,-66.6727,46.4,81,86,8.05,overcast clouds
583,Pingzhuang,CN,42.0372,119.2889,78.58,11,0,7.05,clear sky
584,Kargopol,RU,61.5071,38.9456,53.92,86,97,3.67,overcast clouds
585,Banff,CA,51.1762,-115.5698,62.6,31,67,3.44,broken clouds
586,Xiaoweizhai,CN,26.1903,107.5125,62.58,96,100,4.29,overcast clouds
587,Miles City,US,46.4083,-105.8406,68.0,30,1,4.61,clear sky
588,Mogadishu,SO,2.0371,45.3438,79.84,87,13,12.8,few clouds
589,Urucara,BR,-2.5364,-57.76,73.49,97,100,2.15,light rain
590,Tabas,IR,33.5959,56.9244,83.19,11,0,2.55,clear sky
591,Husum,DE,54.4858,9.0524,45.0,93,20,3.44,fog
592,Marsa Matruh,EG,31.3525,27.2453,66.11,76,42,14.32,scattered clouds
593,Tilichiki,RU,60.4667,166.1,35.22,88,100,8.5,overcast clouds
594,Tenenkou,ML,14.4572,-4.9169,93.16,24,71,4.03,broken clouds
595,Parkes,AU,-33.1333,148.1833,59.0,61,13,10.6,few clouds
596,Saint-Francois,FR,46.4154,3.9054,50.0,71,0,10.36,clear sky
597,Kieta,PG,-6.2167,155.6333,85.89,67,100,6.42,overcast clouds
598,Barra,BR,-11.0894,-43.1417,76.41,57,99,9.08,overcast clouds
599,Ilawa,PL,53.596,19.5685,48.99,92,0,5.17,clear sky
600,Leh,IN,34.1667,77.5833,44.98,43,20,5.64,few clouds
601,Popondetta,PG,-8.7537,148.2534,90.66,52,92,6.91,overcast clouds
602,Kuvandyk,RU,51.4781,57.3552,75.38,41,36,3.76,scattered clouds
603,Huntsville,US,34.7304,-86.5861,64.99,72,1,3.44,clear sky
604,Chepareria,KE,1.3077,35.2039,60.46,85,67,3.67,broken clouds
605,Nantucket,US,41.2835,-70.0995,53.6,82,1,6.91,clear sky
606,Najran,SA,17.4924,44.1277,84.2,28,0,6.91,clear sky
607,Monywa,MM,22.1167,95.1333,100.45,27,55,7.43,broken clouds
608,Monte Alegre,BR,-2.0078,-54.0692,73.74,96,75,2.91,broken clouds
609,Faanui,PF,-16.4833,-151.75,81.95,70,41,15.61,scattered clouds
610,Lamu,KE,-2.2717,40.902,79.41,82,90,12.8,overcast clouds
611,Irbil,IQ,36.1926,44.0106,86.0,14,0,6.91,clear sky
612,Manuk Mangkaw,PH,4.8,119.85,84.27,70,86,3.33,overcast clouds
613,Wanning,CN,18.8003,110.3967,90.5,65,8,15.14,clear sky
614,Pitimbu,BR,-7.4706,-34.8086,73.4,94,20,4.61,few clouds
615,Jiayuguan,CN,39.8167,98.3,69.31,15,43,3.0,scattered clouds
616,Alta Floresta,BR,-9.8756,-56.0861,68.81,73,99,2.84,overcast clouds
617,Killybegs,IE,54.6333,-8.45,43.0,95,99,1.01,overcast clouds
618,Front Royal,US,38.9182,-78.1944,48.99,100,1,1.81,clear sky
619,Palizada,MX,18.25,-92.0833,82.08,75,100,7.36,overcast clouds
620,Fort Nelson,CA,58.8053,-122.7002,48.2,81,75,3.44,broken clouds
621,Natal,BR,-5.795,-35.2094,75.2,88,20,6.91,few clouds
622,Inuvik,CA,68.3499,-133.7218,51.8,43,80,12.66,broken clouds
623,Vila Velha,BR,-20.3297,-40.2925,70.0,88,40,2.3,scattered clouds
624,Vihti,FI,60.417,24.3197,53.01,78,91,11.01,overcast clouds
625,Andreapol,RU,56.6513,32.2664,56.75,83,94,6.22,overcast clouds
626,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.4,52,0,8.05,clear sky
627,Araouane,ML,18.9048,-3.5265,89.74,18,16,2.3,few clouds
628,Zhezkazgan,KZ,47.8043,67.7144,75.81,37,5,7.96,clear sky
629,Lhokseumawe,ID,5.1801,97.1507,87.24,65,98,4.21,heavy intensity rain
630,Kefar Shemaryahu,IL,32.1856,34.8219,69.8,73,20,2.3,few clouds
631,Sebinkarahisar,TR,40.2883,38.4236,60.08,41,76,0.27,broken clouds
632,Kruisfontein,ZA,-34.0033,24.7314,50.38,76,7,10.71,clear sky
633,Todos Santos,MX,23.45,-110.2167,75.99,82,78,8.39,broken clouds
634,Vestmannaeyjar,IS,63.4427,-20.2734,39.81,70,100,4.07,overcast clouds
635,Port Arthur,CN,38.8,121.2667,78.8,29,0,11.18,clear sky
636,Xining,CN,36.6167,101.7667,55.31,45,83,4.16,broken clouds
637,Rosendal,NO,59.9867,6.0135,46.0,91,86,1.01,overcast clouds
638,Sao Jose Da Tapera,BR,-9.5583,-37.3811,67.3,95,27,2.06,scattered clouds
639,Ambikapur,IN,23.1167,83.2,96.08,30,10,9.46,clear sky
640,Kovdor,RU,67.5662,30.4758,43.81,89,100,4.38,light rain
641,Bintulu,MY,3.1667,113.0333,89.6,70,40,2.3,scattered clouds
642,Ust-Tarka,RU,55.5672,75.705,71.76,49,46,9.62,scattered clouds
643,Savonlinna,FI,61.8699,28.88,53.6,87,0,2.3,clear sky
644,Louveira,BR,-23.0864,-46.9506,63.0,88,4,10.36,clear sky
645,Havre-Saint-Pierre,CA,50.2334,-63.5986,42.8,87,90,6.91,overcast clouds
646,Kabare,CD,-2.4683,28.8242,60.58,97,100,0.94,overcast clouds
647,Grants,US,35.1473,-107.8514,64.4,10,1,8.05,clear sky
648,Agdam,AZ,39.991,46.9274,70.25,44,38,2.39,scattered clouds
649,Emporia,US,38.4039,-96.1817,62.6,94,1,4.61,clear sky
650,Sulangan,PH,11.1373,123.7228,83.93,75,96,8.39,overcast clouds
651,Onguday,RU,50.75,86.15,68.9,40,59,4.23,broken clouds
652,Khandyga,RU,62.6667,135.6,51.08,62,100,2.28,light rain
653,Kirando,TZ,-7.4167,30.6,71.01,72,68,8.84,broken clouds
654,Xiongzhou,CN,25.1167,114.3,76.17,91,91,5.26,overcast clouds
655,Vysokogornyy,RU,50.1167,139.15,62.83,36,33,9.4,scattered clouds
656,Kallithea,GR,37.95,23.7,66.0,68,0,6.91,clear sky
657,Xiamen,CN,24.4798,118.0819,91.4,66,40,6.71,scattered clouds
658,Namatanai,PG,-3.6667,152.4333,85.93,66,79,10.65,light rain
659,Chipinge,ZW,-20.1883,32.6236,59.07,39,0,2.84,clear sky
660,Manavalakurichi,IN,8.1333,77.3,87.8,70,20,2.3,few clouds
661,Koboko,UG,3.4136,30.9599,62.98,94,26,4.21,scattered clouds
662,Tateyama,JP,34.9833,139.8667,73.4,88,75,18.41,broken clouds
663,Srednekolymsk,RU,67.45,153.6833,40.93,74,39,10.92,scattered clouds
664,Denia,ES,38.8408,0.1057,69.01,78,27,5.01,scattered clouds
665,Atar,MR,20.5169,-13.0499,82.63,19,80,6.67,broken clouds
666,Port Keats,AU,-14.25,129.55,87.98,28,0,6.85,clear sky
667,Burnie,AU,-41.0667,145.9167,55.99,51,21,14.0,few clouds
668,Aviles,ES,43.5547,-5.9248,53.6,66,40,6.91,scattered clouds
669,Troitskoye,RU,52.9821,84.6757,68.38,63,49,5.97,scattered clouds
670,Sinnamary,GF,5.3833,-52.95,76.95,89,97,6.96,overcast clouds
671,Beloha,MG,-25.1667,45.05,66.96,56,0,4.65,clear sky
672,High Level,CA,58.5169,-117.136,48.2,93,90,8.05,light rain
673,Panacan,PH,9.2463,118.4082,89.6,74,20,11.5,few clouds
674,Basco,PH,20.4487,121.9702,82.96,80,82,13.53,broken clouds
675,College,US,64.8569,-147.8028,51.01,81,75,8.05,moderate rain
676,Pundaguitan,PH,6.3711,126.1689,83.03,74,86,5.91,moderate rain
677,Luchegorsk,RU,46.4764,134.2569,74.3,29,2,6.22,clear sky
678,Takoradi,GH,4.8845,-1.7554,78.28,87,100,5.23,light rain
679,Kedougou,SN,12.5579,-12.1743,85.68,48,100,4.65,overcast clouds
680,Kununurra,AU,-15.7667,128.7333,82.4,23,0,11.5,clear sky
681,Matara,LK,5.9485,80.5353,86.86,68,65,9.01,broken clouds
682,Evensk,RU,61.95,159.2333,36.19,78,99,17.45,overcast clouds
683,Syracuse,IT,37.0881,15.2792,66.0,55,0,13.8,clear sky
684,Tuatapere,NZ,-46.1333,167.6833,50.0,80,99,5.01,light rain
685,Lodingen,NO,68.414,15.9951,44.6,76,90,5.75,overcast clouds
686,Sisimiut,GL,66.9395,-53.6735,33.12,79,12,1.68,few clouds
687,Patna,IN,25.6,85.1167,89.6,51,40,3.44,haze
688,Chulman,RU,56.8479,124.9104,38.64,42,100,12.53,light snow
689,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,63.34,39,0,8.61,clear sky
690,Anna Paulowna,NL,52.862,4.834,48.99,93,90,3.44,overcast clouds
691,Acapulco,MX,16.8634,-99.8901,83.32,70,10,1.61,clear sky
692,Lebanon,US,36.2081,-86.2911,63.0,82,1,4.52,clear sky
693,Angoram,PG,-4.0625,144.0661,93.13,48,59,4.52,broken clouds
694,Pacasmayo,PE,-7.4006,-79.5714,65.5,87,18,9.1,few clouds
